name,general,specify,enrollment,language,rating,level,duration,instructor,instructor_rate,offered by
Sustentabilidad: los desafíos desde Latinoamérica,Physical Science and Engineering,Environmental Science and Sustainability,13926,Spanish,4.9,Beginner,23,"Bruna Garretón Karzulovic, Francisco A Gallego",4.8,Pontificia Universidad Católica de Chile
Sustentabilidad y Economías Sociales,Social Sciences,Economics,37769,Spanish,4.7,Beginner,15,Francisca Sandoval,4.5,Universidad de Chile
Introducción a la sustentabilidad: hacia un futuro posible,Physical Science and Engineering,Environmental Science and Sustainability,1639,Spanish,4.5,Beginner,11,"Cristina González Quintero, Verónica Elena Solares Rojas, David Sébastien Monachon, Leticia Merino Pérez ",4.8,Universidad Nacional Autónoma de México
Introduction to Programming in Swift 5,Computer Science,Software Development,23232,English,4.3,Beginner,10,Mark Price,4.4,LearnQuest
"Tables, Data & Networking in iOS",Computer Science,Mobile and Web Development,7513,English,4.6,Advanced,16,Mark Price,4.3,LearnQuest
Introduction To Swift Programming,Computer Science,Mobile and Web Development,77040,English,3.9,Other,8,Parham Aarabi,3.4,University of Toronto
Symmetric Cryptography,Computer Science,Computer Security and Networks,13836,English,4.5,Intermediate,12,Sang-Yoon Chang,4.3,University of Colorado System
Symptom Management in Palliative Care,Health,Patient Care,1686,English,4.5,Intermediate,9,"Joshua C. Fronk, Kavitha Ramchandran, Jan DeNofrio, Manuela Kogon",4.8,Stanford University
"Synapses, Neurons and Brains ",Health,Basic Science,76505,English,4.8,Other,19,Idan Segev,4.9,Hebrew University of Jerusalem
"Engineering Life: Synbio, Bioethics & Public Policy",Health,Public Health,7664,English,4.2,Intermediate,13,"Debra JH Mathews, PhD, MA",4.7,Johns Hopkins University
 System Administration and IT Infrastructure Services,Information Technology,Support and Operations,397943,English,4.7,Beginner,26,Google Career Certificates,4.8,Google
إدارة النظم وخدمات البنية التحتية لتكنولوجيا المعلومات,Information Technology,Support and Operations,13926,Arabic,4.7,Beginner,28,Google Career Certificates,4.7,Google
Systemverwaltung und IT-Infrastrukturdienste,Information Technology,Support and Operations,13926,German,4.9,Beginner,28,"Google Career Certificates, Onlea support",4.5,Google
Serviços de infraestruturas e administração de sistemas,Information Technology,Support and Operations,13926,Portuguese (European),4.9,Beginner,28,Google Career Certificates,4.7,Google
Системное администрирование и службы IT-инфраструктуры,Information Technology,Support and Operations,13926,Russian,4.7,Beginner,28,Google Career Certificates,4.9,Google
Системне адміністрування і послуги ІТ-інфраструктури,Information Technology,Support and Operations,1598,Ukrainian,4.9,Beginner,23,"Google Career Certificates, Onlea support",4.9,Google
Basic System Programming on IBM Z,Information Technology,Support and Operations,9223,English,4.8,Intermediate,18,Jeff Bisti,4.8,IBM 
System Validation (2): Model process behaviour,Computer Science,Software Development,3801,English,4.1,Intermediate,10,Jan Friso Groote,4.7,EIT Digital 
System Validation (3): Requirements by modal formulas,Computer Science,Software Development,3436,English,4.5,Advanced,5,Jan Friso Groote,4.7,EIT Digital 
"System Validation (4): Modelling Software, Protocols, and other behaviour",Computer Science,Software Development,4326,English,4.6,Advanced,5,Jan Friso Groote,4.7,EIT Digital 
Introduction to Systematic Review and Meta-Analysis,Health,Research,155436,English,4.8,Other,13,"Tianjing Li, MD, MHS, PHD, Kay Dickersin, PhD",4.8,Johns Hopkins University
Systems and Application Security,Information Technology,Security,3926,English,4.8,Beginner,16,(ISC)² Education & Training,4.8,ISC2
Introduction to Systems Biology,Health,Basic Science,45575,English,4.2,Other,19,"Ravi Iyengar, PhD",4.2,Icahn School of Medicine at Mount Sinai
Systems Biology and Biotechnology Capstone,Physical Science and Engineering,Research Methods,13926,English,4.5,Other,2,"Ravi Iyengar, PhD",4.7,Icahn School of Medicine at Mount Sinai
Introduction to Systems Engineering,Physical Science and Engineering,Electrical Engineering,69131,English,4.7,Other,22,"Dr Ian  Faulconbridge , Dr Mike Ryan",4.8,UNSW Sydney (The University of New South Wales)
Systems Engineering,Physical Science and Engineering,Electrical Engineering,1741,English,4.7,Beginner,1,MathWorks Instructors,4.8,MathWorks
Developing a Systems Mindset,Business,Leadership and Management,9174,English,4.3,Beginner,9,Joel Hartter,4.5,University of Colorado Boulder
Systems Science and Obesity,Health,Public Health,16440,English,4.6,Beginner,10,"Thomas Glass, Kayla de la Haye, Daniel Taber, Jessica Jones-Smith, Rahmat Beheshti",4.5,Johns Hopkins University
Systems Thinking In Public Health,Health,Public Health,54339,English,4.6,Other,14,"Ligia Paina, PhD, David Bishai, MD, PhD",4.8,Johns Hopkins University
Szemléletváltás,Personal Development,Personal Development,13926,Hungarian,4.9,Beginner,10,Dr. habil. Klára Tarkó,4.7,McMaster University
"Taiwan Law in Focus: Economy, Society and Democracy",Social Sciences,Law,2840,English,4.7,Beginner,17,"楊岳平 Yueh-Ping Yang, 蘇凱平 Kai-Ping Su, 張文貞 Wen-Chen Chang, 葉俊榮 Jiunn-rong Yeh, 黃詩淳 Sieh-Chuen Huang, 陳韻如 Yun-Ru Chen",4.7,National Taiwan University
行銷典範轉移: 變動中的消費世界 (Marketing in a changing world),Business,Marketing,9818,Chinese (Traditional),4.8,Beginner,18,謝明慧,5.0,National Taiwan University
التقانة والمستشعرات النانوية - الجزء الاول,Physical Science and Engineering,Chemistry,3425,Arabic,4.2,Other,12,Prof. Hossam Haick,4.7,Technion - Israel Institute of Technology
Talend Data Integration Certification Preparation training,Information Technology,Data Management,4714,English,4.7,Intermediate,3,Talend Academy,4.4,Talend
Talent Acquisition,Business,Leadership and Management,19746,English,4.8,Beginner,17,"Brad Boyson, Michelle Alvarado",4.8,HRCI
مهارات إدارة المواهب | Talent Management Skills,Business,Leadership and Management,3248,Arabic,4.9,Beginner,1,Alfaisal.KLD,4.6,Alfaisal University | KLD
#talkmentalillness,Health,Psychology,6921,English,4.5,Beginner,13,June Gruber,4.8,University of Colorado Boulder
唐詩新思路 (Tang Poetry),Arts and Humanities,Music and Art,17458,Chinese (Traditional),4.9,Beginner,18,歐麗娟,4.9,National Taiwan University
So You Think You Know Tango?,Arts and Humanities,Music and Art,4087,English,4.6,Beginner,5,Kristin Wendland,4.8,Emory University
手把手教你心理咨询：谈话的艺术,Health,Psychology,10553,Chinese (Simplified),4.5,Beginner,13,陈 昌凯,4.7,Nanjing University
Taxation of Business Entities I: Corporations,Business,Business Essentials,12292,English,4.7,Intermediate,32,"Michael P Donohoe, PhD, CPA",4.6,University of Illinois at Urbana-Champaign
Taxation of Business Entities II: Pass-Through Entities,Business,Business Essentials,6855,English,4.7,Intermediate,34,"Michael P Donohoe, PhD, CPA",4.8,University of Illinois at Urbana-Champaign
TCP/IP and Advanced Topics,Computer Science,Computer Security and Networks,42047,English,4.7,Other,16,Xiaobo Zhou,4.6,University of Colorado System
Introduction to TCP/IP,Computer Science,Computer Security and Networks,109182,English,4.6,Beginner,7,Jong-Moon Chung,4.7,Yonsei University
Vivre avec le TDAH à travers les âges,Health,Psychology,8009,French,4.9,Beginner,19,"Martin Debbané, Stephan Eliez, Maude Schneider, Nader Perroud",5.0,University of Geneva
TDD – Desenvolvimento de Software Guiado por Testes,Computer Science,Software Development,24326,Portuguese (Brazilian),4.7,Intermediate,17,"Clovis Fernandes, Eduardo Guerra",4.8,Instituto Tecnológico de Aeronáutica
Teaching Children with Visual Impairment: Creating Empowering Classrooms,Social Sciences,Education,8643,English,4.8,Beginner,13,Brian Watermeyer,4.9,University of Cape Town
"Teaching Impacts of Technology: Data Collection, Use, and Privacy",Social Sciences,Education,3038,English,4.6,Beginner,12,Beth Simon,4.7,University of California San Diego
Teaching Impacts of Technology: Fundamentals,Social Sciences,Education,5968,English,4.8,Beginner,10,Beth Simon,4.7,University of California San Diego
Learn to Teach Java:  Writing Classes and Arrays,Social Sciences,Education,2433,English,4.8,Beginner,13,Beth Simon,4.7,University of California San Diego
"Learn to Teach Java:  Sequences, Primitive Types and Using Objects",Social Sciences,Education,4552,English,4.9,Beginner,13,Beth Simon,4.4,University of California San Diego
Exploring Light: Hands-on Activities and Strategies for Teachers,Physical Science and Engineering,Physics and Astronomy,9810,English,4.8,Intermediate,5,"Eric Muller, Paul Doherty, PhD, Zeke Kossover",4.8,Exploratorium
Learning to Teach Online,Social Sciences,Education,176759,English,4.7,Beginner,17,"Associate Professor Simon McIntyre, Dr Negin Mirriahi",4.8,UNSW Sydney (The University of New South Wales)
Teaching the Violin and Viola: Creating a Healthy Foundation,Arts and Humanities,Music and Art,22272,English,4.7,Other,12,Stacia Spencer,4.8,Northwestern University
Foundations of Teaching for Learning: Curriculum,Social Sciences,Education,32835,English,4.6,Other,10,"Professor John MacBeath, Associate Professor Suseela Malakolunthu",4.6,Commonwealth Education Trust
Foundations of Teaching for Learning: Developing Relationships,Social Sciences,Education,18724,English,4.9,Other,12,"Dr Fawaz Shareef, Professor John MacBeath",4.8,Commonwealth Education Trust
"Teacher SEL: Programs, Possibilities, and Contexts",Social Sciences,Education,4007,English,4.7,Advanced,14,"Randy Testa, Dan Liston",4.7,University of Colorado Boulder
The Teacher's Social and Emotional Learning,Social Sciences,Education,16701,English,4.7,Advanced,13,"Randy Testa, Dan Liston",4.7,University of Colorado Boulder
Foundations of Teaching for Learning: Introduction,Social Sciences,Education,64123,English,4.6,Other,8,Professor John MacBeath,4.6,Commonwealth Education Trust
Techniques for Teaching Adjectives and Adjective Clauses,Language Learning,Learning English,6350,English,4.4,Intermediate,15,"Tamy Chapman, Brad Gilpin, Meg Parker",4.7,"University of California, Irvine"
Foundations of Teaching for Learning Capstone: The Reflective Practitioner,Social Sciences,Education,13926,English,4.3,Other,4,"Alex Alexandrou, Professor John MacBeath",4.7,Commonwealth Education Trust
Teaching Character and Creating Positive Classrooms ,Social Sciences,Education,81350,English,4.8,Other,10,Dave Levin,4.8,Relay Graduate School of Education
Teaching Tips for Tricky English Grammar,Language Learning,Learning English,19083,English,4.3,Intermediate,19,"Tamy Chapman, Helen Nam, Brad Gilpin",4.0,"University of California, Irvine"
Introduction to Early Childhood,Social Sciences,Education,7121,English,4.7,Beginner,10,JoLynn Fiorentino,4.6,The State University of New York
English for Teaching Purposes,Language Learning,Learning English,95861,English,4.7,Other,13,"Ian James, Jose Ygoa-Bayer, Silvia Solá Viñals",4.8,Universitat Autònoma de Barcelona
Teach English Now! Capstone Project 1,Social Sciences,Education,32462,English,4.9,Other,34,"Dr. Justin Shewell, Jessica Cinco, Dr. Shane Dixon",5.0,Arizona State University
Teach English Now! Capstone Project 2,Language Learning,Learning English,19672,English,4.9,Beginner,25,"Dr. Justin Shewell, Jessica Cinco, Dr. Shane Dixon",4.9,Arizona State University
Teaching Intermediate Grammar Project,Language Learning,Learning English,1738,English,4.4,Intermediate,20,"Tamy Chapman, Brad Gilpin",4.7,"University of California, Irvine"
Evolution: A Course for Educators,Health,Basic Science,26519,English,4.7,Other,9,"David Randle, Ph.D., Joel Cracraft, Ph.D.",4.8,American Museum of Natural History
Foundations of Teaching for Learning: Learners and Learning,Social Sciences,Education,17255,English,4.6,Other,12,"Associate Professor George Oduro, Professor John MacBeath",4.7,Commonwealth Education Trust
Powerful Tools for Teaching and Learning: Web 2.0 Tools,Social Sciences,Education,36093,English,4.6,Beginner,14,Bernard R Robin,4.3,University of Houston
Teaching LGBTQ+ Health,Health,Patient Care,13926,English,4.8,Beginner,5,Michael Gisondi,4.7,Stanford University
Uncommon Sense Teaching: Teaching Online,Social Sciences,Education,3218,English,5.0,Beginner,14,"Barbara Oakley, Dr. Terrence Sejnowski, David Joyner",5.0,Deep Teaching Solutions
Foundations of Teaching for Learning: Planning for Teaching and Learning,Social Sciences,Education,23612,English,4.8,Other,12,"Dr  Judy Halbert, Dr Linda Kaser, Professor John MacBeath",4.9,Commonwealth Education Trust
Teaching Popular Music in the Classroom,Social Sciences,Education,6714,English,4.7,Intermediate,7,"David Alexis, Krystal Banfield",4.9,Berklee
Advanced Instructional Strategies in the Virtual Classroom,Social Sciences,Education,17782,English,4.6,Other,8,Racquel Stephens,4.7,"University of California, Irvine"
Strategies for Teaching Perfect Tenses and Modals,Language Learning,Learning English,18276,English,4.3,Intermediate,17,"Tamy Chapman, Emily Wong, Brad Gilpin",4.5,"University of California, Irvine"
Teaching Writing Process,Social Sciences,Education,2501,English,4.3,Beginner,19,Mark Farrington,4.7,Johns Hopkins University
Teaching Science at University,Personal Development,Personal Development,10421,English,4.6,Beginner,14,"Kai Niebert, Sara Petchey, Sara Taner",4.5,University of Zurich
Teach English Now! Teaching Language Online,Language Learning,Learning English,65152,English,4.7,Intermediate,12,"Emilia Gracia, Dr. Katharine Nielson",4.8,Arizona State University
Culture-Driven Team Building Capstone ,Business,Leadership and Management,13926,English,4.8,Beginner,14,"Derek Newberry, Ph.D., Dr. Aviva Legatt",4.7,University of Pennsylvania
The Power of Team Culture,Business,Leadership and Management,16510,English,4.6,Beginner,8,"Greg Urban, Ph.D.",4.7,University of Pennsylvania
Team Management for the 6 σ Black Belt,Business,Leadership and Management,5648,English,4.7,Other,3,"Lois A. Jordan, David Cook, PhD",4.5,University System of Georgia
Teamwork and Creativity,Business,Business Essentials,2548,English,4.4,Beginner,23,"Gies College of Business, University of Illinois",4.8,University of Illinois at Urbana-Champaign
