name,field,enrollment,language,rating,level,duration,description,skill,instructor,offered by
Oracle SQL Basics,Computer Science > Software Development,"9,210 already enrolled",Taught in English,4.6,Beginner level,7 hours (approximately),None,,4.5  {'Rafiq Wayani'},LearnQuest
Oracle SQL Exam Prep,Information Technology > Data Management,"1,835 already enrolled",Taught in English,,Beginner level,Approx. 7 hours to complete,None,"updating database tables, Using SQL queries, Creating primary and foreign keys",None {'Rafiq Wayani'},LearnQuest
Oracle SQL Performance Tuning,Information Technology > Data Management,,Taught in English,,Intermediate level,Approx. 7 hours to complete,Compose and optimize indexes for query performanceEvaluate the utilization of indexes within your queries,"Creating Temporary Tables, Creating Materialized Views, Identifying which index type should be created in which scenario, Setting Auto Trace for Query, Reading Explain Plan of Query",None {'EDUCBA'},EDUCBA
Oracle SQL Practice Course,Information Technology > Data Management,"1,701 already enrolled",Taught in English,4.5,Intermediate level,Approx. 6 hours to complete,None,"Data Modeling, DML statements, DDL statements",4.8  {'Rafiq Wayani'},LearnQuest
Oracle SQL Proficiency,Computer Science > Software Development,"5,121 already enrolled",Taught in English,4.5,Beginner level,6 hours (approximately),None,,4.5  {'Rafiq Wayani'},LearnQuest
Oracle Cloud Infrastructure Foundations,Information Technology > Cloud Computing,"13,901 already enrolled",Taught in English,4.7,Beginner level,Approx. 8 hours to complete,OCI ArchitectureIdentity and Access ManagementCompute and StorageOCI Security and Administration,"OCI Cloud Storage, Networking, Architecting, Autonomous Database Concepts",4.7  {'Rohit Rahi'},Oracle
Oral Communication for Engineering Leaders,Business > Leadership and Management,"35,760 already enrolled",Taught in English,4.6,,24 hours (approximately),None,,"4.5  {'Gayle Moran', 'Beata Krupa'}",Rice University
The Oral Cavity: Portal to Health and Disease,Health > Basic Science,"26,954 already enrolled",Taught in English,4.9,Intermediate level,15 hours (approximately),None,,"4.8  {'Dr. Thomas P. Sollecito', 'Dr. Uri Hangorsky', 'Dr. Eric Stoopler'}",University of Pennsylvania
"Oralpha: Literacy for new citizens, a course for trainers",Language Learning > Other Languages,,Taught in English,,Beginner level,Approx. 8 hours to complete,None,,"None {'Mar Montoya Gómez', 'Marta Vilar', 'Laia Narciso Pedro', 'Montse Ros Serra', 'Silvia Carrasco', 'Rosario Reyes Izquierdo', 'Marieke Piepenburg', 'Guiomar Gude Romero'}",Universitat Autònoma de Barcelona
Introduction to the Orbital Perspective,Social Sciences > Governance and Society,"3,267 already enrolled",Taught in English,4.6,Beginner level,Approx. 16 hours to complete,None,,"None {'Ron Garan', 'University of Florida', 'University of Arizona'}",Drexel University
Orçamento e Cronograma de Projetos,Business > Leadership and Management,"3,777 already enrolled",Taught in Portuguese (Brazilian),4.8,Beginner level,5 hours (approximately),None,,"4.7  {'Tiely Zurlo Mognhol', 'Tassia Farssura Lima da Silva', 'Silvio Burrattino Melhado', 'Universidade de São Paulo'}","University of California, Irvine"
Orden y manejo del tiempo,Business > Leadership and Management,"34,212 already enrolled",Taught in Spanish,4.8,Beginner level,8 hours (approximately),None,,"4.8  {'Miguel Angel Ruíz ', 'Patricia Benítez Corona '}",Universidad Nacional Autónoma de México
Differential Equations Part I Basic Theory,Math and Logic > Math and Logic,"45,042 already enrolled",Taught in English,4.7,Beginner level,Approx. 14 hours to complete,None,,"4.5  {'Kil Hyun Kwon', 'Kwon, Kil Hyun'}",Korea Advanced Institute of Science and Technology(KAIST)
Organ Donation: From Death to Life ,Health > Basic Science,"12,095 already enrolled",Taught in English,4.8,Intermediate level,Approx. 16 hours to complete,The science behind death determination and when it is possible for deceased organ donation take place. How to ensure the option of organ donation is compassionately explored in all appropriate situations at the end of life in the best way possible.,"organ donation, cultural and religious considerations, logistics of the organ donation process, good ethical practices",4.9  {'David Thomson'},University of Cape Town
有机化学,Physical Science and Engineering > Chemistry,"14,209 already enrolled",Taught in Chinese (Simplified),4.4,,Approx. 27 hours to complete,None,,"4.2  {'唐 玉海', '张 祯'}",Xi'an Jiaotong University
Organisational behaviour: Know your people,Business > Leadership and Management,"42,978 already enrolled",Taught in English,4.8,Beginner level,19 hours (approximately),"Explain how individuals may differ across a range of attributes including their personality, values, perceptions, and emotions   Analyse the implications of workplace diversity, including challenges and potential benefits    Explain the motivational characteristics of work and apply these to job design    Analyze the role of team dynamics and composition in the team performance  ","Motivation, Diversity and Inclusion, Communication, Human Resources (HR)",4.8  {'Professor Rebecca Mitchell'},Macquarie University
Organisational design: Know your organisation,Business > Leadership and Management,"57,129 already enrolled",Taught in English,4.9,Beginner level,19 hours (approximately),"Define the key organisational capabilities required for a firm’s positioning strategy as the anchoring point for leading an organisation  Assess the degree of alignment between key capabilities and organisational architecture (culture, structure, people practices, systems)  Identify the organisational misalignment issues that a leader should prioritize and focus their change plan onDevelop and present concrete, suitable, and feasible organisational change recommendations that can resolve organisational misalignment issues   ","Value Chain, Organisational leadership, Change planning, Organisational alignment",4.8  {'Professor Jaco Lok'},Macquarie University
Organising an Empire: The Assyrian Way,Arts and Humanities > History,"16,141 already enrolled",Taught in English,4.8,Beginner level,Approx. 18 hours to complete,None,,4.9  {'Karen Radner'},Ludwig-Maximilians-Universität München (LMU)
Fundamentals of Organization,Business > Business Essentials,"6,364 already enrolled",Taught in English,4.7,Beginner level,Approx. 5 hours to complete,"the analysis and design of a proper organization, at the micro level (individual) and at the macro levelthe analysis of how to effectively manage processes, in terms of activities, performance and principlesthe analysis of how to rapidly take decisions, in terms of process, constraints, models and game theory approach","Decision-Making, Business, Problem Solving, organizational structures, organizational units","4.4  {'Antonella Moretto', 'Filomena Canterino'}",Politecnico di Milano
Strategic Organization Design,Business > Business Strategy,"12,338 already enrolled",Taught in English,4.6,,13 hours (approximately),None,"Organization Design, Strategic Management, Business Strategy, Organizational Structure",4.7  {'Tobias Kretschmer'},Ludwig-Maximilians-Universität München (LMU)
Competitive Strategy and Organization Design Project,Business > Business Strategy,"3,032 already enrolled",Taught in English,4.5,,8 hours (approximately),None,,4.6  {'Tobias Kretschmer'},Ludwig-Maximilians-Universität München (LMU)
Organizational Analysis ,Business > Leadership and Management,"170,554 already enrolled",Taught in English,4.6,Beginner level,Approx. 25 hours to complete,None,"Management, Organizational Theory, Organizational Analysis, Organizational Culture",4.6  {'Daniel A. McFarland'},Stanford University
نماذج الاستراتيجيات والمؤسسات,Business > Leadership and Management,,Taught in Arabic,,Beginner level,Approx. 1 hour to complete,تحليل القوات الخمسة  (Game Theory) شرح نظرية اللعبة  (BCG) فهم كيفية استخدام نموذج  التعرف على إطار ماكينزي  ,"نماذج الاستراتيجيات, نماذج المؤسسات",None {'Alfaisal.KLD'},Alfaisal University | KLD
International Leadership and Organizational Behavior,Business > Leadership and Management,"126,224 already enrolled",Taught in English,4.8,,Approx. 16 hours to complete,None,"Social Network, Leadership, Management, Cross-Cultural Communication",4.8  {'Franz Wohlgezogen'},Università Bocconi
القيادة الدولية والسلوك التنظيمي,Business > Leadership and Management,"4,177 already enrolled",Taught in Arabic,4.7,,Approx. 16 hours to complete,None,,4.1  {'Franz Wohlgezogen'},Università Bocconi
نماذج السلوك التنظيمي | Organizational Behavior Models,Business > Leadership and Management,,Taught in Arabic,,Beginner level,Approx. 1 hour to complete,"شرح المقصود بنماذج السلوك التنظيميفهم نموذج ""بيلبن"" لأدوار فريق العملفهم مبادئ قيادة التغيير في المنظمات",السلوك التنظيمي,None {'Alfaisal.KLD'},Alfaisal University | KLD
Organizational Concepts and Language,Business > Business Essentials,,Taught in English,,Beginner level,22 hours (approximately),"Communicate using common organizational language, concepts, and frameworks useful for decision-making and problem-solving","Decision-Making, Business Communication, Business Presentations","None {'Gies College of Business, University of Illinois'}",University of Illinois at Urbana-Champaign
اللغة والمفاهيم التنظيمية,Business > Business Essentials,"1,598 already enrolled",Taught in Arabic,,Beginner level,Approx. 22 hours to complete,التواصل باستخدام لغة ومفاهيم وأطر تنظيمية مشتركة مفيدة لاتخاذ القرارات وحل المشكلات,,None {'Alex Cowan'},University of Illinois at Urbana-Champaign
Conceptos y lenguaje de las organizaciones,Business > Business Essentials,,Taught in Spanish,,Beginner level,Approx. 22 hours to complete,"Comunicarse usando lenguaje, conceptos y marcos organizativos útiles para la toma de decisiones y la resolución de problemas",,"None {'Gies College of Business, University of Illinois'}",University of Illinois at Urbana-Champaign
